,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Age,Gender
405,5.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,1.0,3.0,20.0,female
406,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,21.0,female
407,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,19.0,female
408,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,21.0,female
409,1.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,4.0,3.0,16.0,female
410,3.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,20.0,male
411,5.0,4.0,5.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,5.0,1.0,3.0,18.0,female
412,4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,5.0,21.0,female
413,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,21.0,male
414,4.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,18.0,male
415,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,19.0,female
416,2.0,2.0,1.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,20.0,female
417,4.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,18.0,male
418,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,18.0,female
419,3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,23.0,female
420,5.0,3.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,20.0,female
421,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,18.0,female
422,4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,female
423,2.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,,4.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,24.0,female
424,3.0,,1.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,,2.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,1.0,5.0,2.0,5.0,19.0,female
425,3.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,21.0,female
426,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,22.0,female
427,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,19.0,male
428,2.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,18.0,female
429,2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,,5.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,21.0,female
430,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,19.0,female
431,2.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,19.0,male
432,5.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,3.0,20.0,male
433,3.0,2.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,19.0,female
434,5.0,3.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,18.0,male
435,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,5.0,18.0,female
436,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,19.0,male
437,1.0,5.0,,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,18.0,female
438,1.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,4.0,18.0,female
439,4.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,19.0,male
440,4.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,19.0,female
441,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,5.0,19.0,female
442,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,18.0,female
443,5.0,5.0,5.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,1.0,18.0,female
444,3.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,19.0,female
445,4.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,20.0,female
446,1.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,19.0,male
447,5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,26.0,female
448,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,19.0,female
449,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,,19.0,female
450,3.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,22.0,male
451,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,20.0,male
452,1.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,28.0,female
453,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0,19.0,female
454,3.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,21.0,female
455,1.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,19.0,female
456,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,5.0,22.0,male
457,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,19.0,male
458,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,18.0,female
459,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,19.0,female
460,4.0,1.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,22.0,male
461,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,29.0,male
462,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,,female
463,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,18.0,female
464,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,22.0,female
465,5.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,17.0,female
466,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,1.0,19.0,male
467,1.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,20.0,female
468,3.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,18.0,female
469,3.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,3.0,1.0,22.0,male
470,4.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,19.0,female
471,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,20.0,male
472,2.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,25.0,male
473,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,29.0,male
474,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,,2.0,5.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,19.0,male
475,4.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,18.0,female
476,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,5.0,20.0,female
477,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,,1.0,3.0,3.0,4.0,4.0,4.0,18.0,female
478,2.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,,4.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,1.0,4.0,30.0,male
479,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,5.0,20.0,female
480,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,21.0,female
481,5.0,5.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,,5.0,1.0,2.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,22.0,male
482,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,22.0,male
483,3.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,,5.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,20.0,female
484,4.0,2.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,,3.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,1.0,20.0,female
485,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,19.0,female
486,4.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,28.0,female
487,1.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,19.0,female
488,5.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,22.0,male
489,5.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,20.0,female
490,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,16.0,female
491,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,19.0,female
492,5.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,20.0,female
493,3.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,21.0,male
494,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,19.0,female
495,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,20.0,female
496,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,25.0,female
497,3.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,20.0,female
498,4.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,5.0,19.0,female
499,3.0,,4.0,2.0,2.0,5.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,22.0,male
500,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,19.0,female
501,3.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,21.0,female
502,2.0,1.0,4.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,5.0,3.0,1.0,22.0,male
503,4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,28.0,female
504,3.0,3.0,3.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,21.0,female
505,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,1.0,20.0,male
506,2.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,4.0,19.0,male
